release_id,hospital_id,version,rollout_percentage,action
R071,H031,v3.22,25,CONTINUE
R071,H031,v3.22,50,CONTINUE
R071,H031,v3.22,100,CONTINUE
R071,H032,v3.22,5,CONTINUE
R071,H032,v3.22,25,CONTINUE
R071,H032,v3.22,50,CONTINUE
R071,H032,v3.22,100,CONTINUE
R071,H033,v3.22,5,CONTINUE
R071,H033,v3.22,25,CONTINUE
R071,H033,v3.22,50,CONTINUE
R071,H033,v3.22,100,CONTINUE
R071,H034,v3.22,5,CONTINUE
R071,H034,v3.22,25,CONTINUE
R071,H034,v3.22,50,CONTINUE
R071,H034,v3.22,100,CONTINUE
R071,H035,v3.22,5,CONTINUE
R071,H035,v3.22,25,CONTINUE
R071,H035,v3.22,50,CONTINUE
R071,H035,v3.22,100,CONTINUE
R071,H036,v3.22,5,CONTINUE
R071,H036,v3.22,25,CONTINUE
R071,H036,v3.22,50,CONTINUE
R071,H036,v3.22,100,CONTINUE
R071,H037,v3.22,5,CONTINUE
R071,H037,v3.22,25,CONTINUE
R071,H037,v3.22,50,CONTINUE
R071,H037,v3.22,100,CONTINUE
R071,H038,v3.22,5,CONTINUE
R071,H038,v3.22,25,CONTINUE
R071,H038,v3.22,50,CONTINUE
R071,H038,v3.22,100,CONTINUE
R071,H039,v3.22,5,CONTINUE
R071,H039,v3.22,25,CONTINUE
R071,H039,v3.22,50,CONTINUE
R071,H039,v3.22,100,CONTINUE
R071,H040,v3.22,5,CONTINUE
R071,H040,v3.22,25,CONTINUE
R071,H040,v3.22,50,CONTINUE
R071,H040,v3.22,100,CONTINUE
R071,H041,v3.22,5,CONTINUE
R071,H041,v3.22,25,CONTINUE
R071,H041,v3.22,50,CONTINUE
R071,H041,v3.22,100,CONTINUE
R071,H042,v3.22,5,CONTINUE
R071,H042,v3.22,25,CONTINUE
R071,H042,v3.22,50,CONTINUE
R071,H042,v3.22,100,CONTINUE
R071,H043,v3.22,5,CONTINUE
R071,H043,v3.22,25,CONTINUE
R071,H043,v3.22,50,CONTINUE
R071,H043,v3.22,100,CONTINUE
R071,H044,v3.22,5,CONTINUE
R071,H044,v3.22,25,CONTINUE
R071,H044,v3.22,50,CONTINUE
R071,H044,v3.22,100,CONTINUE
R071,H045,v3.22,5,CONTINUE
R071,H045,v3.22,25,CONTINUE
R071,H045,v3.22,50,CONTINUE
R071,H045,v3.22,100,CONTINUE
R071,H046,v3.22,5,CONTINUE
R071,H046,v3.22,25,CONTINUE
R071,H046,v3.22,50,CONTINUE
R071,H046,v3.22,100,CONTINUE
R071,H047,v3.22,5,CONTINUE
R071,H047,v3.22,25,CONTINUE
R071,H047,v3.22,50,CONTINUE
R071,H047,v3.22,100,CONTINUE
R071,H048,v3.22,5,CONTINUE
R071,H048,v3.22,25,CONTINUE
R071,H048,v3.22,50,CONTINUE
R071,H048,v3.22,100,CONTINUE
R071,H049,v3.22,5,CONTINUE
R071,H049,v3.22,25,CONTINUE
R071,H049,v3.22,50,CONTINUE
R071,H049,v3.22,100,CONTINUE
R071,H050,v3.22,5,HOLD
R072,H001,v3.23,5,STOP
R072,H002,v3.23,5,STOP
R072,H003,v3.23,5,STOP
R072,H004,v3.23,5,STOP
R072,H005,v3.23,5,STOP
R072,H006,v3.23,5,STOP
R072,H007,v3.23,5,STOP
R072,H008,v3.23,5,STOP
R072,H009,v3.23,5,STOP
R072,H010,v3.23,5,STOP
R072,H011,v3.23,5,STOP
R072,H012,v3.23,5,STOP
R072,H013,v3.23,5,STOP
R072,H014,v3.23,5,STOP
R072,H015,v3.23,5,STOP
R072,H016,v3.23,5,STOP
R072,H017,v3.23,5,STOP
R072,H018,v3.23,5,STOP
R072,H019,v3.23,5,HOLD
R072,H020,v3.23,5,STOP
R072,H021,v3.23,5,STOP
R072,H022,v3.23,5,STOP
R072,H023,v3.23,5,STOP
R072,H024,v3.23,5,STOP
R072,H025,v3.23,5,STOP
R072,H026,v3.23,5,STOP
R072,H027,v3.23,5,STOP
R072,H028,v3.23,5,STOP
R072,H029,v3.23,5,STOP
R072,H030,v3.23,5,STOP
R072,H031,v3.23,5,STOP
R072,H032,v3.23,5,STOP
R072,H033,v3.23,5,STOP
R072,H034,v3.23,5,STOP
R072,H035,v3.23,5,HOLD
R072,H036,v3.23,5,STOP
R072,H037,v3.23,5,STOP
R072,H038,v3.23,5,STOP
R072,H039,v3.23,5,STOP
R072,H040,v3.23,5,STOP
R072,H041,v3.23,5,STOP
R072,H042,v3.23,5,STOP
R072,H043,v3.23,5,STOP
R072,H044,v3.23,5,STOP
R072,H045,v3.23,5,STOP
R072,H046,v3.23,5,HOLD
R072,H047,v3.23,5,STOP
R072,H048,v3.23,5,STOP
R072,H049,v3.23,5,STOP
R072,H050,v3.23,5,STOP
R073,H001,v3.24,5,HOLD
R073,H002,v3.24,5,CONTINUE
R073,H002,v3.24,25,CONTINUE
R073,H002,v3.24,50,CONTINUE
R073,H002,v3.24,100,CONTINUE
R073,H003,v3.24,5,CONTINUE
R073,H003,v3.24,25,CONTINUE
R073,H003,v3.24,50,CONTINUE
R073,H003,v3.24,100,CONTINUE
R073,H004,v3.24,5,CONTINUE
R073,H004,v3.24,25,CONTINUE
R073,H004,v3.24,50,CONTINUE
R073,H004,v3.24,100,CONTINUE
R073,H005,v3.24,5,CONTINUE
R073,H005,v3.24,25,CONTINUE
R073,H005,v3.24,50,CONTINUE
R073,H005,v3.24,100,CONTINUE
R073,H006,v3.24,5,CONTINUE
R073,H006,v3.24,25,CONTINUE
R073,H006,v3.24,50,CONTINUE
R073,H006,v3.24,100,CONTINUE
R073,H007,v3.24,5,HOLD
R073,H008,v3.24,5,CONTINUE
R073,H008,v3.24,25,CONTINUE
R073,H008,v3.24,50,CONTINUE
R073,H008,v3.24,100,CONTINUE
R073,H009,v3.24,5,STOP
R073,H010,v3.24,5,CONTINUE
R073,H010,v3.24,25,CONTINUE
R073,H010,v3.24,50,CONTINUE
R073,H010,v3.24,100,CONTINUE
R073,H011,v3.24,5,CONTINUE
R073,H011,v3.24,25,CONTINUE
R073,H011,v3.24,50,CONTINUE
R073,H011,v3.24,100,CONTINUE
R073,H012,v3.24,5,STOP
R073,H013,v3.24,5,CONTINUE
R073,H013,v3.24,25,CONTINUE
R073,H013,v3.24,50,CONTINUE
R073,H013,v3.24,100,CONTINUE
R073,H014,v3.24,5,CONTINUE
R073,H014,v3.24,25,CONTINUE
R073,H014,v3.24,50,CONTINUE
R073,H014,v3.24,100,CONTINUE
R073,H015,v3.24,5,CONTINUE
R073,H015,v3.24,25,CONTINUE
R073,H015,v3.24,50,CONTINUE
R073,H015,v3.24,100,CONTINUE
R073,H016,v3.24,5,CONTINUE
R073,H016,v3.24,25,CONTINUE
R073,H016,v3.24,50,CONTINUE
R073,H016,v3.24,100,CONTINUE
R073,H017,v3.24,5,CONTINUE
R073,H017,v3.24,25,CONTINUE
R073,H017,v3.24,50,CONTINUE
R073,H017,v3.24,100,CONTINUE
R073,H018,v3.24,5,CONTINUE
R073,H018,v3.24,25,CONTINUE
R073,H018,v3.24,50,CONTINUE
R073,H018,v3.24,100,CONTINUE
R073,H019,v3.24,5,CONTINUE
R073,H019,v3.24,25,CONTINUE
R073,H019,v3.24,50,CONTINUE
R073,H019,v3.24,100,CONTINUE
R073,H020,v3.24,5,CONTINUE
R073,H020,v3.24,25,CONTINUE
R073,H020,v3.24,50,CONTINUE
R073,H020,v3.24,100,CONTINUE
R073,H021,v3.24,5,CONTINUE
R073,H021,v3.24,25,CONTINUE
R073,H021,v3.24,50,CONTINUE
R073,H021,v3.24,100,CONTINUE
R073,H022,v3.24,5,CONTINUE
R073,H022,v3.24,25,CONTINUE
R073,H022,v3.24,50,CONTINUE
R073,H022,v3.24,100,CONTINUE
R073,H023,v3.24,5,CONTINUE
R073,H023,v3.24,25,CONTINUE
R073,H023,v3.24,50,CONTINUE
R073,H023,v3.24,100,CONTINUE
R073,H024,v3.24,5,CONTINUE
R073,H024,v3.24,25,CONTINUE
R073,H024,v3.24,50,CONTINUE
R073,H024,v3.24,100,CONTINUE
R073,H025,v3.24,5,CONTINUE
R073,H025,v3.24,25,CONTINUE
R073,H025,v3.24,50,CONTINUE
R073,H025,v3.24,100,CONTINUE
R073,H026,v3.24,5,CONTINUE
R073,H026,v3.24,25,CONTINUE
R073,H026,v3.24,50,CONTINUE
R073,H026,v3.24,100,CONTINUE
R073,H027,v3.24,5,CONTINUE
R073,H027,v3.24,25,CONTINUE
R073,H027,v3.24,50,CONTINUE
R073,H027,v3.24,100,CONTINUE
R073,H028,v3.24,5,CONTINUE
R073,H028,v3.24,25,CONTINUE
R073,H028,v3.24,50,CONTINUE
R073,H028,v3.24,100,CONTINUE
R073,H029,v3.24,5,CONTINUE
R073,H029,v3.24,25,CONTINUE
R073,H029,v3.24,50,CONTINUE
R073,H029,v3.24,100,CONTINUE
R073,H030,v3.24,5,HOLD
R073,H031,v3.24,5,CONTINUE
R073,H031,v3.24,25,CONTINUE
R073,H031,v3.24,50,CONTINUE
R073,H031,v3.24,100,CONTINUE
R073,H032,v3.24,5,CONTINUE
R073,H032,v3.24,25,CONTINUE
R073,H032,v3.24,50,CONTINUE
R073,H032,v3.24,100,CONTINUE
R073,H033,v3.24,5,CONTINUE
R073,H033,v3.24,25,CONTINUE
R073,H033,v3.24,50,CONTINUE
R073,H033,v3.24,100,CONTINUE
R073,H034,v3.24,5,CONTINUE
R073,H034,v3.24,25,CONTINUE
R073,H034,v3.24,50,CONTINUE
R073,H034,v3.24,100,CONTINUE
R073,H035,v3.24,5,CONTINUE
R073,H035,v3.24,25,CONTINUE
R073,H035,v3.24,50,CONTINUE
R073,H035,v3.24,100,CONTINUE
R073,H036,v3.24,5,CONTINUE
R073,H036,v3.24,25,CONTINUE
R073,H036,v3.24,50,CONTINUE
R073,H036,v3.24,100,CONTINUE
R073,H037,v3.24,5,CONTINUE
R073,H037,v3.24,25,CONTINUE
R073,H037,v3.24,50,CONTINUE
R073,H037,v3.24,100,CONTINUE
R073,H038,v3.24,5,HOLD
R073,H039,v3.24,5,CONTINUE
R073,H039,v3.24,25,CONTINUE
R073,H039,v3.24,50,CONTINUE
R073,H039,v3.24,100,CONTINUE
R073,H040,v3.24,5,CONTINUE
R073,H040,v3.24,25,CONTINUE
R073,H040,v3.24,50,CONTINUE
R073,H040,v3.24,100,CONTINUE
R073,H041,v3.24,5,CONTINUE
R073,H041,v3.24,25,CONTINUE
R073,H041,v3.24,50,CONTINUE
R073,H041,v3.24,100,CONTINUE
R073,H042,v3.24,5,CONTINUE
R073,H042,v3.24,25,CONTINUE
R073,H042,v3.24,50,CONTINUE
R073,H042,v3.24,100,CONTINUE
R073,H043,v3.24,5,CONTINUE
R073,H043,v3.24,25,CONTINUE
R073,H043,v3.24,50,CONTINUE
R073,H043,v3.24,100,CONTINUE
R073,H044,v3.24,5,CONTINUE
R073,H044,v3.24,25,CONTINUE
R073,H044,v3.24,50,CONTINUE
R073,H044,v3.24,100,CONTINUE
R073,H045,v3.24,5,STOP
R073,H046,v3.24,5,CONTINUE
R073,H046,v3.24,25,CONTINUE
R073,H046,v3.24,50,CONTINUE
R073,H046,v3.24,100,CONTINUE
R073,H047,v3.24,5,CONTINUE
R073,H047,v3.24,25,CONTINUE
R073,H047,v3.24,50,CONTINUE
R073,H047,v3.24,100,CONTINUE
R073,H048,v3.24,5,CONTINUE
R073,H048,v3.24,25,CONTINUE
R073,H048,v3.24,50,CONTINUE
R073,H048,v3.24,100,CONTINUE
R073,H049,v3.24,5,CONTINUE
R073,H049,v3.24,25,CONTINUE
R073,H049,v3.24,50,CONTINUE
R073,H049,v3.24,100,CONTINUE
R073,H050,v3.24,5,CONTINUE
R073,H050,v3.24,25,CONTINUE
R073,H050,v3.24,50,CONTINUE
R073,H050,v3.24,100,CONTINUE
R074,H001,v3.25,5,CONTINUE
R074,H001,v3.25,25,CONTINUE
R074,H001,v3.25,50,CONTINUE
R074,H001,v3.25,100,CONTINUE
R074,H002,v3.25,5,CONTINUE
R074,H002,v3.25,25,CONTINUE
R074,H002,v3.25,50,CONTINUE
R074,H002,v3.25,100,CONTINUE
R074,H003,v3.25,5,CONTINUE
R074,H003,v3.25,25,CONTINUE
R074,H003,v3.25,50,CONTINUE
R074,H003,v3.25,100,CONTINUE
R074,H004,v3.25,5,CONTINUE
R074,H004,v3.25,25,CONTINUE
R074,H004,v3.25,50,CONTINUE
R074,H004,v3.25,100,CONTINUE
R074,H005,v3.25,5,CONTINUE
R074,H005,v3.25,25,CONTINUE
R074,H005,v3.25,50,CONTINUE
R074,H005,v3.25,100,CONTINUE
R074,H006,v3.25,5,CONTINUE
R074,H006,v3.25,25,CONTINUE
R074,H006,v3.25,50,CONTINUE
R074,H006,v3.25,100,CONTINUE
R074,H007,v3.25,5,CONTINUE
R074,H007,v3.25,25,CONTINUE
R074,H007,v3.25,50,CONTINUE
R074,H007,v3.25,100,CONTINUE
R074,H008,v3.25,5,CONTINUE
R074,H008,v3.25,25,CONTINUE
R074,H008,v3.25,50,CONTINUE
R074,H008,v3.25,100,CONTINUE
R074,H009,v3.25,5,CONTINUE
R074,H009,v3.25,25,CONTINUE
R074,H009,v3.25,50,CONTINUE
R074,H009,v3.25,100,CONTINUE
R074,H010,v3.25,5,CONTINUE
R074,H010,v3.25,25,CONTINUE
R074,H010,v3.25,50,CONTINUE
R074,H010,v3.25,100,CONTINUE
R074,H011,v3.25,5,CONTINUE
R074,H011,v3.25,25,CONTINUE
R074,H011,v3.25,50,CONTINUE
R074,H011,v3.25,100,CONTINUE
R074,H012,v3.25,5,CONTINUE
R074,H012,v3.25,25,CONTINUE
R074,H012,v3.25,50,CONTINUE
R074,H012,v3.25,100,CONTINUE
R074,H013,v3.25,5,CONTINUE
R074,H013,v3.25,25,CONTINUE
R074,H013,v3.25,50,CONTINUE
R074,H013,v3.25,100,CONTINUE
R074,H014,v3.25,5,CONTINUE
R074,H014,v3.25,25,CONTINUE
R074,H014,v3.25,50,CONTINUE
R074,H014,v3.25,100,CONTINUE
R074,H015,v3.25,5,CONTINUE
R074,H015,v3.25,25,CONTINUE
R074,H015,v3.25,50,CONTINUE
R074,H015,v3.25,100,CONTINUE
R074,H016,v3.25,5,CONTINUE
R074,H016,v3.25,25,CONTINUE
R074,H016,v3.25,50,CONTINUE
R074,H016,v3.25,100,CONTINUE
R074,H017,v3.25,5,HOLD
R074,H018,v3.25,5,CONTINUE
R074,H018,v3.25,25,CONTINUE
R074,H018,v3.25,50,CONTINUE
R074,H018,v3.25,100,CONTINUE
R074,H019,v3.25,5,CONTINUE
R074,H019,v3.25,25,CONTINUE
R074,H019,v3.25,50,CONTINUE
R074,H019,v3.25,100,CONTINUE
R074,H020,v3.25,5,CONTINUE
R074,H020,v3.25,25,CONTINUE
R074,H020,v3.25,50,CONTINUE
R074,H020,v3.25,100,CONTINUE
R074,H021,v3.25,5,CONTINUE
R074,H021,v3.25,25,CONTINUE
R074,H021,v3.25,50,CONTINUE
R074,H021,v3.25,100,CONTINUE
R074,H022,v3.25,5,CONTINUE
R074,H022,v3.25,25,CONTINUE
R074,H022,v3.25,50,CONTINUE
R074,H022,v3.25,100,CONTINUE
R074,H023,v3.25,5,CONTINUE
R074,H023,v3.25,25,CONTINUE
R074,H023,v3.25,50,CONTINUE
R074,H023,v3.25,100,CONTINUE
R074,H024,v3.25,5,CONTINUE
R074,H024,v3.25,25,CONTINUE
R074,H024,v3.25,50,CONTINUE
R074,H024,v3.25,100,CONTINUE
R074,H025,v3.25,5,CONTINUE
R074,H025,v3.25,25,CONTINUE
R074,H025,v3.25,50,CONTINUE
R074,H025,v3.25,100,CONTINUE
R074,H026,v3.25,5,CONTINUE
R074,H026,v3.25,25,CONTINUE
R074,H026,v3.25,50,CONTINUE
R074,H026,v3.25,100,CONTINUE
R074,H027,v3.25,5,CONTINUE
R074,H027,v3.25,25,CONTINUE
R074,H027,v3.25,50,CONTINUE
R074,H027,v3.25,100,CONTINUE
R074,H028,v3.25,5,CONTINUE
R074,H028,v3.25,25,CONTINUE
R074,H028,v3.25,50,CONTINUE
R074,H028,v3.25,100,CONTINUE
R074,H029,v3.25,5,CONTINUE
R074,H029,v3.25,25,CONTINUE
R074,H029,v3.25,50,CONTINUE
R074,H029,v3.25,100,CONTINUE
R074,H030,v3.25,5,CONTINUE
R074,H030,v3.25,25,CONTINUE
R074,H030,v3.25,50,CONTINUE
R074,H030,v3.25,100,CONTINUE
R074,H031,v3.25,5,CONTINUE
R074,H031,v3.25,25,CONTINUE
R074,H031,v3.25,50,CONTINUE
R074,H031,v3.25,100,CONTINUE
R074,H032,v3.25,5,CONTINUE
R074,H032,v3.25,25,CONTINUE
R074,H032,v3.25,50,CONTINUE
R074,H032,v3.25,100,CONTINUE
R074,H033,v3.25,5,CONTINUE
R074,H033,v3.25,25,CONTINUE
R074,H033,v3.25,50,CONTINUE
R074,H033,v3.25,100,CONTINUE
R074,H034,v3.25,5,CONTINUE
R074,H034,v3.25,25,CONTINUE
R074,H034,v3.25,50,CONTINUE
R074,H034,v3.25,100,CONTINUE
R074,H035,v3.25,5,STOP
R074,H036,v3.25,5,CONTINUE
R074,H036,v3.25,25,CONTINUE
R074,H036,v3.25,50,CONTINUE
R074,H036,v3.25,100,CONTINUE
R074,H037,v3.25,5,CONTINUE
R074,H037,v3.25,25,CONTINUE
R074,H037,v3.25,50,CONTINUE
R074,H037,v3.25,100,CONTINUE
R074,H038,v3.25,5,CONTINUE
R074,H038,v3.25,25,CONTINUE
R074,H038,v3.25,50,CONTINUE
R074,H038,v3.25,100,CONTINUE
R074,H039,v3.25,5,CONTINUE
R074,H039,v3.25,25,CONTINUE
R074,H039,v3.25,50,CONTINUE
R074,H039,v3.25,100,CONTINUE
R074,H040,v3.25,5,STOP
R074,H041,v3.25,5,CONTINUE
R074,H041,v3.25,25,CONTINUE
R074,H041,v3.25,50,CONTINUE
R074,H041,v3.25,100,CONTINUE
R074,H042,v3.25,5,CONTINUE
R074,H042,v3.25,25,CONTINUE
R074,H042,v3.25,50,CONTINUE
R074,H042,v3.25,100,CONTINUE
R074,H043,v3.25,5,CONTINUE
R074,H043,v3.25,25,CONTINUE
R074,H043,v3.25,50,CONTINUE
R074,H043,v3.25,100,CONTINUE
R074,H044,v3.25,5,CONTINUE
R074,H044,v3.25,25,CONTINUE
R074,H044,v3.25,50,CONTINUE
R074,H044,v3.25,100,CONTINUE
R074,H045,v3.25,5,CONTINUE
R074,H045,v3.25,25,CONTINUE
R074,H045,v3.25,50,CONTINUE
R074,H045,v3.25,100,CONTINUE
R074,H046,v3.25,5,CONTINUE
R074,H046,v3.25,25,CONTINUE
R074,H046,v3.25,50,CONTINUE
R074,H046,v3.25,100,CONTINUE
R074,H047,v3.25,5,CONTINUE
R074,H047,v3.25,25,CONTINUE
R074,H047,v3.25,50,CONTINUE
R074,H047,v3.25,100,CONTINUE
R074,H048,v3.25,5,CONTINUE
R074,H048,v3.25,25,CONTINUE
R074,H048,v3.25,50,CONTINUE
R074,H048,v3.25,100,CONTINUE
R074,H049,v3.25,5,CONTINUE
R074,H049,v3.25,25,CONTINUE
R074,H049,v3.25,50,CONTINUE
R074,H049,v3.25,100,CONTINUE
R074,H050,v3.25,5,CONTINUE
R074,H050,v3.25,25,CONTINUE
R074,H050,v3.25,50,CONTINUE
R074,H050,v3.25,100,CONTINUE
R075,H001,v3.26,5,CONTINUE
R075,H001,v3.26,25,CONTINUE
R075,H001,v3.26,50,CONTINUE
R075,H001,v3.26,100,CONTINUE
R075,H002,v3.26,5,CONTINUE
R075,H002,v3.26,25,CONTINUE
R075,H002,v3.26,50,CONTINUE
R075,H002,v3.26,100,CONTINUE
R075,H003,v3.26,5,CONTINUE
R075,H003,v3.26,25,CONTINUE
R075,H003,v3.26,50,CONTINUE
R075,H003,v3.26,100,CONTINUE
R075,H004,v3.26,5,CONTINUE
R075,H004,v3.26,25,CONTINUE
R075,H004,v3.26,50,CONTINUE
R075,H004,v3.26,100,CONTINUE
R075,H005,v3.26,5,CONTINUE
R075,H005,v3.26,25,CONTINUE
R075,H005,v3.26,50,CONTINUE
R075,H005,v3.26,100,CONTINUE
R075,H006,v3.26,5,CONTINUE
R075,H006,v3.26,25,CONTINUE
R075,H006,v3.26,50,CONTINUE
R075,H006,v3.26,100,CONTINUE
R075,H007,v3.26,5,STOP
R075,H008,v3.26,5,CONTINUE
R075,H008,v3.26,25,CONTINUE
R075,H008,v3.26,50,CONTINUE
R075,H008,v3.26,100,CONTINUE
R075,H009,v3.26,5,CONTINUE
R075,H009,v3.26,25,CONTINUE
R075,H009,v3.26,50,CONTINUE
R075,H009,v3.26,100,CONTINUE
R075,H010,v3.26,5,CONTINUE
R075,H010,v3.26,25,CONTINUE
R075,H010,v3.26,50,CONTINUE
R075,H010,v3.26,100,CONTINUE
R075,H011,v3.26,5,CONTINUE
R075,H011,v3.26,25,CONTINUE
R075,H011,v3.26,50,CONTINUE
R075,H011,v3.26,100,CONTINUE
R075,H012,v3.26,5,CONTINUE
R075,H012,v3.26,25,CONTINUE
R075,H012,v3.26,50,CONTINUE
R075,H012,v3.26,100,CONTINUE
R075,H013,v3.26,5,CONTINUE
R075,H013,v3.26,25,CONTINUE
R075,H013,v3.26,50,CONTINUE
R075,H013,v3.26,100,CONTINUE
R075,H014,v3.26,5,HOLD
R075,H015,v3.26,5,CONTINUE
R075,H015,v3.26,25,CONTINUE
R075,H015,v3.26,50,CONTINUE
R075,H015,v3.26,100,CONTINUE
R075,H016,v3.26,5,STOP
R075,H017,v3.26,5,CONTINUE
R075,H017,v3.26,25,CONTINUE
R075,H017,v3.26,50,CONTINUE
R075,H017,v3.26,100,CONTINUE
R075,H018,v3.26,5,CONTINUE
R075,H018,v3.26,25,CONTINUE
R075,H018,v3.26,50,CONTINUE
R075,H018,v3.26,100,CONTINUE
R075,H019,v3.26,5,CONTINUE
R075,H019,v3.26,25,CONTINUE
R075,H019,v3.26,50,CONTINUE
R075,H019,v3.26,100,CONTINUE
R075,H020,v3.26,5,CONTINUE
R075,H020,v3.26,25,CONTINUE
R075,H020,v3.26,50,CONTINUE
R075,H020,v3.26,100,CONTINUE
R075,H021,v3.26,5,HOLD
R075,H022,v3.26,5,CONTINUE
R075,H022,v3.26,25,CONTINUE
R075,H022,v3.26,50,CONTINUE
R075,H022,v3.26,100,CONTINUE
R075,H023,v3.26,5,CONTINUE
R075,H023,v3.26,25,CONTINUE
R075,H023,v3.26,50,CONTINUE
R075,H023,v3.26,100,CONTINUE
R075,H024,v3.26,5,CONTINUE
R075,H024,v3.26,25,CONTINUE
R075,H024,v3.26,50,CONTINUE
R075,H024,v3.26,100,CONTINUE
R075,H025,v3.26,5,CONTINUE
R075,H025,v3.26,25,CONTINUE
R075,H025,v3.26,50,CONTINUE
R075,H025,v3.26,100,CONTINUE
R075,H026,v3.26,5,CONTINUE
R075,H026,v3.26,25,CONTINUE
R075,H026,v3.26,50,CONTINUE
R075,H026,v3.26,100,CONTINUE
R075,H027,v3.26,5,CONTINUE
R075,H027,v3.26,25,CONTINUE
R075,H027,v3.26,50,CONTINUE
R075,H027,v3.26,100,CONTINUE
R075,H028,v3.26,5,CONTINUE
R075,H028,v3.26,25,CONTINUE
R075,H028,v3.26,50,CONTINUE
R075,H028,v3.26,100,CONTINUE
R075,H029,v3.26,5,CONTINUE
R075,H029,v3.26,25,CONTINUE
R075,H029,v3.26,50,CONTINUE
R075,H029,v3.26,100,CONTINUE
R075,H030,v3.26,5,CONTINUE
R075,H030,v3.26,25,CONTINUE
R075,H030,v3.26,50,CONTINUE
R075,H030,v3.26,100,CONTINUE
R075,H031,v3.26,5,CONTINUE
R075,H031,v3.26,25,CONTINUE
R075,H031,v3.26,50,CONTINUE
R075,H031,v3.26,100,CONTINUE
R075,H032,v3.26,5,STOP
R075,H033,v3.26,5,CONTINUE
R075,H033,v3.26,25,CONTINUE
R075,H033,v3.26,50,CONTINUE
R075,H033,v3.26,100,CONTINUE
R075,H034,v3.26,5,CONTINUE
R075,H034,v3.26,25,CONTINUE
R075,H034,v3.26,50,CONTINUE
R075,H034,v3.26,100,CONTINUE
R075,H035,v3.26,5,HOLD
R075,H036,v3.26,5,CONTINUE
R075,H036,v3.26,25,CONTINUE
R075,H036,v3.26,50,CONTINUE
R075,H036,v3.26,100,CONTINUE
R075,H037,v3.26,5,HOLD
R075,H038,v3.26,5,CONTINUE
R075,H038,v3.26,25,CONTINUE
R075,H038,v3.26,50,CONTINUE
R075,H038,v3.26,100,CONTINUE
R075,H039,v3.26,5,CONTINUE
R075,H039,v3.26,25,CONTINUE
R075,H039,v3.26,50,CONTINUE
R075,H039,v3.26,100,CONTINUE
R075,H040,v3.26,5,CONTINUE
R075,H040,v3.26,25,CONTINUE
R075,H040,v3.26,50,CONTINUE
R075,H040,v3.26,100,CONTINUE
R075,H041,v3.26,5,CONTINUE
R075,H041,v3.26,25,CONTINUE
R075,H041,v3.26,50,CONTINUE
R075,H041,v3.26,100,CONTINUE
R075,H042,v3.26,5,CONTINUE
R075,H042,v3.26,25,CONTINUE
R075,H042,v3.26,50,CONTINUE
R075,H042,v3.26,100,CONTINUE
R075,H043,v3.26,5,CONTINUE
R075,H043,v3.26,25,CONTINUE
R075,H043,v3.26,50,CONTINUE
R075,H043,v3.26,100,CONTINUE
R075,H044,v3.26,5,CONTINUE
R075,H044,v3.26,25,CONTINUE
R075,H044,v3.26,50,CONTINUE
R075,H044,v3.26,100,CONTINUE
R075,H045,v3.26,5,CONTINUE
R075,H045,v3.26,25,CONTINUE
R075,H045,v3.26,50,CONTINUE
R075,H045,v3.26,100,CONTINUE
R075,H046,v3.26,5,CONTINUE
R075,H046,v3.26,25,CONTINUE
R075,H046,v3.26,50,CONTINUE
R075,H046,v3.26,100,CONTINUE
R075,H047,v3.26,5,CONTINUE
R075,H047,v3.26,25,CONTINUE
R075,H047,v3.26,50,CONTINUE
R075,H047,v3.26,100,CONTINUE
R075,H048,v3.26,5,CONTINUE
R075,H048,v3.26,25,CONTINUE
R075,H048,v3.26,50,CONTINUE
R075,H048,v3.26,100,CONTINUE
R075,H049,v3.26,5,CONTINUE
R075,H049,v3.26,25,CONTINUE
R075,H049,v3.26,50,CONTINUE
R075,H049,v3.26,100,CONTINUE
R075,H050,v3.26,5,CONTINUE
R075,H050,v3.26,25,CONTINUE
R075,H050,v3.26,50,CONTINUE
R075,H050,v3.26,100,CONTINUE
R076,H001,v3.27,5,STOP
R076,H002,v3.27,5,CONTINUE
R076,H002,v3.27,25,CONTINUE
R076,H002,v3.27,50,CONTINUE
R076,H002,v3.27,100,CONTINUE
R076,H003,v3.27,5,CONTINUE
R076,H003,v3.27,25,CONTINUE
R076,H003,v3.27,50,CONTINUE
R076,H003,v3.27,100,CONTINUE
R076,H004,v3.27,5,CONTINUE
R076,H004,v3.27,25,CONTINUE
R076,H004,v3.27,50,CONTINUE
R076,H004,v3.27,100,CONTINUE
R076,H005,v3.27,5,CONTINUE
R076,H005,v3.27,25,CONTINUE
R076,H005,v3.27,50,CONTINUE
R076,H005,v3.27,100,CONTINUE
R076,H006,v3.27,5,CONTINUE
R076,H006,v3.27,25,CONTINUE
R076,H006,v3.27,50,CONTINUE
R076,H006,v3.27,100,CONTINUE
R076,H007,v3.27,5,CONTINUE
R076,H007,v3.27,25,CONTINUE
R076,H007,v3.27,50,CONTINUE
R076,H007,v3.27,100,CONTINUE
R076,H008,v3.27,5,CONTINUE
R076,H008,v3.27,25,CONTINUE
R076,H008,v3.27,50,CONTINUE
R076,H008,v3.27,100,CONTINUE
R076,H009,v3.27,5,HOLD
R076,H010,v3.27,5,CONTINUE
R076,H010,v3.27,25,CONTINUE
R076,H010,v3.27,50,CONTINUE
