release_id,hospital_id,version,rollout_stage,cpu_usage,memory_usage,error_rate,latency_ms,error_budget_remaining,stable_error_rate,stable_latency_ms,canary_error_rate,deployment_status,harmful
R083,H019,v3.34,10,63.03,67.99,8.68,476.21,15.45,0.84,238.54,9.81,SUCCESS,True
R083,H020,v3.34,5,80.93,56.73,10.34,768.48,3.18,0.97,224.99,7.88,SUCCESS,True
R083,H021,v3.34,25,67.05,70.93,5.73,560.04,26.05,0.81,225.81,8.01,SUCCESS,True
R083,H022,v3.34,5,78.64,78.29,9.85,447.39,28.06,0.9,200.37,10.66,SUCCESS,True
R083,H023,v3.34,100,81.44,,8.97,768.23,7.35,0.58,206.33,5.94,SUCCESS,True
R083,H024,v3.34,10,97.99,70.53,7.39,745.0,14.81,1.69,249.98,5.26,SUCCESS,True
R083,H025,v3.34,10,53.64,71.26,10.62,623.13,0.25,1.19,145.85,6.13,SUCCESS,True
R083,H026,v3.34,5,64.09,54.6,7.77,655.45,14.84,1.43,221.98,5.61,FAILED,True
R083,H027,v3.34,5,82.18,64.76,11.51,687.54,13.28,1.59,219.45,7.91,SUCCESS,True
R083,H028,v3.34,100,66.53,90.75,9.96,649.21,9.42,1.1,165.31,10.38,FAILED,True
R083,H029,v3.34,5,59.29,69.26,5.98,454.56,24.1,1.79,123.42,7.44,ROLLED_BACK,True
R083,H030,v3.34,50,78.48,83.73,8.73,556.42,10.36,1.49,227.25,8.23,SUCCESS,True
R083,H031,v3.34,10,97.28,53.32,10.18,550.34,3.44,0.83,111.73,6.41,SUCCESS,True
R083,H032,v3.34,50,81.06,71.84,10.64,793.72,23.47,0.63,162.46,5.83,SUCCESS,True
R083,H033,v3.34,10,63.11,92.51,11.15,425.54,15.44,0.69,152.25,7.34,SUCCESS,True
R083,H034,v3.34,5,73.59,84.85,9.01,512.65,14.76,1.88,114.41,6.91,SUCCESS,True
R083,H035,v3.34,5,80.19,68.26,8.16,747.4,2.64,1.77,225.78,6.92,FAILED,True
R083,H036,v3.34,10,72.37,81.75,11.16,792.33,23.29,0.55,120.94,7.77,SUCCESS,True
R083,H037,v3.34,5,62.64,88.76,7.64,443.95,18.37,0.98,184.57,11.89,SUCCESS,True
R083,H038,v3.34,10,82.84,65.79,11.36,401.04,21.97,0.89,166.94,8.89,ROLLED_BACK,True
R083,H039,v3.34,50,59.79,83.09,7.44,586.8,5.67,1.29,138.54,8.49,FAILED,True
R083,H040,v3.34,25,94.1,69.51,7.9,602.7,16.66,1.18,146.17,8.34,SUCCESS,True
R083,H041,v3.34,25,80.56,85.35,5.68,799.17,12.03,0.67,217.74,9.31,ROLLED_BACK,True
R083,H042,v3.34,5,70.37,94.7,5.05,428.56,11.98,1.33,114.39,9.92,FAILED,True
R083,H043,v3.34,50,72.86,76.54,5.47,423.37,15.03,1.78,237.97,11.86,SUCCESS,True
R083,H044,v3.34,5,81.33,77.4,11.04,557.59,24.28,1.02,128.17,7.18,SUCCESS,True
R083,H045,v3.34,50,75.66,74.84,8.81,570.98,25.37,0.51,174.98,6.71,SUCCESS,True
R083,H046,v3.34,5,55.69,61.61,8.72,452.08,16.74,1.26,163.06,11.1,SUCCESS,True
R083,H047,v3.34,50,79.81,75.3,11.74,639.9,3.17,1.16,247.68,9.07,ROLLED_BACK,True
R083,H048,v3.34,10,58.24,76.94,10.63,701.12,3.52,1.76,143.73,7.04,SUCCESS,True
R083,H049,v3.34,10,53.29,89.66,5.84,603.77,11.34,1.76,112.27,8.62,SUCCESS,True
R083,H050,v3.34,5,94.83,64.74,,467.9,13.96,0.74,173.04,9.81,SUCCESS,True
R084,H001,v3.35,10,66.56,90.94,10.32,656.16,12.97,0.93,153.41,7.53,FAILED,True
R084,H002,v3.35,100,69.18,76.02,8.53,492.0,14.7,1.58,248.38,7.34,SUCCESS,True
R084,H003,v3.35,5,88.78,71.37,11.18,700.39,21.64,0.75,214.83,7.78,SUCCESS,True
R084,H004,v3.35,25,60.64,80.95,9.15,584.19,12.31,1.63,184.4,8.0,SUCCESS,True
R084,H005,v3.35,25,88.86,77.34,5.31,602.88,0.13,0.54,107.28,10.96,SUCCESS,True
R084,H006,v3.35,25,75.04,69.04,10.15,470.9,16.39,1.26,122.75,9.84,SUCCESS,True
R084,H007,v3.35,10,92.76,68.7,9.59,655.78,29.81,1.32,168.8,11.24,FAILED,True
R084,H008,v3.35,5,73.46,89.22,8.83,527.9,22.4,1.27,178.68,10.81,FAILED,True
R084,H009,v3.35,10,82.95,,6.43,533.65,16.08,0.69,155.29,6.01,FAILED,True
R084,H010,v3.35,25,75.01,76.31,9.87,464.27,11.96,1.86,225.61,11.58,ROLLED_BACK,True
R084,H011,v3.35,5,99.4,56.48,10.97,518.17,1.99,1.12,112.48,8.97,ROLLED_BACK,True
R084,H012,v3.35,10,76.9,70.46,11.19,626.02,12.65,1.22,211.49,5.56,FAILED,True
R084,H013,v3.35,5,74.06,75.12,6.71,701.33,29.79,1.05,237.46,5.36,ROLLED_BACK,True
R084,H014,v3.35,25,79.9,61.99,7.91,638.08,6.9,1.14,129.42,7.31,FAILED,True
R084,H015,v3.35,5,99.9,82.5,11.34,658.72,3.53,0.64,180.86,11.41,FAILED,True
R084,H016,v3.35,100,71.67,91.32,5.24,662.96,8.66,1.33,241.45,6.78,SUCCESS,True
R084,H017,v3.35,100,87.5,65.04,6.78,579.2,7.62,1.62,153.62,6.12,SUCCESS,True
R084,H018,v3.35,5,90.11,68.65,8.05,660.16,18.49,1.16,144.75,11.81,SUCCESS,True
R084,H019,v3.35,25,79.43,75.39,11.36,729.54,11.41,1.05,208.67,5.24,FAILED,True
R084,H020,v3.35,100,45.5,71.68,10.36,758.05,14.67,1.68,133.03,7.01,FAILED,True
R084,H021,v3.35,50,74.72,87.59,8.08,735.08,3.71,1.31,216.8,11.02,ROLLED_BACK,True
R084,H022,v3.35,25,64.64,80.48,11.01,489.16,8.0,0.92,145.63,7.46,SUCCESS,True
R084,H023,v3.35,25,96.36,86.11,9.41,693.38,27.81,1.62,106.3,11.52,FAILED,True
R084,H024,v3.35,50,55.98,84.19,9.27,426.48,16.37,1.78,144.37,6.33,SUCCESS,True
R084,H025,v3.35,10,89.55,72.24,10.94,454.1,6.09,1.56,138.77,7.48,ROLLED_BACK,True
R084,H026,v3.35,25,78.96,75.49,7.94,684.97,24.04,1.87,145.49,10.55,SUCCESS,True
R084,H027,v3.35,25,57.25,86.86,7.86,684.35,13.04,1.07,146.66,10.97,SUCCESS,True
R084,H028,v3.35,10,60.62,91.29,9.24,471.54,2.24,1.72,234.17,5.21,SUCCESS,True
R084,H029,v3.35,5,94.59,74.88,7.05,785.15,17.9,1.38,249.74,6.74,ROLLED_BACK,True
R084,H030,v3.35,10,73.54,79.31,5.87,637.24,1.87,0.62,136.52,8.5,SUCCESS,True
R084,H031,v3.35,5,79.66,64.64,10.15,639.01,3.74,1.8,193.82,5.81,SUCCESS,True
R084,H032,v3.35,50,96.02,61.89,11.66,668.64,20.53,0.52,187.15,11.31,SUCCESS,True
R084,H033,v3.35,50,70.43,63.81,11.31,413.37,10.52,1.13,124.17,9.42,SUCCESS,True
R084,H034,v3.35,5,81.69,89.46,5.77,741.24,21.63,0.9,211.05,6.21,SUCCESS,True
R084,H035,v3.35,5,80.56,84.42,7.05,683.78,18.3,0.76,147.84,9.72,SUCCESS,True
R084,H036,v3.35,10,92.15,65.96,6.96,640.81,3.18,0.62,220.34,5.24,SUCCESS,True
R084,H037,v3.35,100,68.44,63.55,9.74,789.18,26.55,0.61,169.41,9.86,SUCCESS,True
R084,H038,v3.35,25,67.33,72.69,11.27,782.54,13.12,1.69,133.43,11.0,SUCCESS,True
R084,H039,v3.35,10,84.71,81.9,11.09,497.19,10.35,1.13,164.66,6.1,SUCCESS,True
R084,H040,v3.35,100,90.72,76.72,9.63,629.06,13.93,1.07,160.38,9.54,FAILED,True
R084,H041,v3.35,50,79.8,89.01,6.77,744.43,17.78,0.95,226.51,5.21,FAILED,True
R084,H042,v3.35,50,81.01,88.0,9.01,452.31,20.36,1.86,184.5,8.06,SUCCESS,True
R084,H043,v3.35,10,76.83,54.79,9.55,781.24,2.56,1.74,104.36,7.15,SUCCESS,True
R084,H044,v3.35,100,65.11,66.1,8.05,756.52,14.84,1.47,186.7,9.06,SUCCESS,True
R084,H045,v3.35,100,73.33,68.45,6.32,561.97,8.29,1.37,129.4,7.79,FAILED,True
R084,H046,v3.35,5,81.36,74.94,6.22,526.41,7.4,1.12,216.39,5.81,FAILED,True
R084,H047,v3.35,10,99.47,61.47,11.21,792.78,16.74,1.77,165.97,11.86,SUCCESS,True
R084,H048,v3.35,50,59.36,84.45,7.21,555.37,13.12,0.53,176.4,6.92,SUCCESS,True
R084,H049,v3.35,10,45.05,90.29,9.09,491.87,28.26,1.56,175.92,6.45,SUCCESS,True
R084,H050,v3.35,25,80.03,74.39,10.68,,0.25,0.95,201.97,9.12,FAILED,True
R085,H001,v3.36,5,61.97,60.33,2.71,272.13,56.28,1.06,127.38,0.75,IN_PROGRESS,False
R085,H002,v3.36,10,44.17,43.09,2.05,141.25,64.15,1.33,189.5,3.0,SUCCESS,False
R085,H003,v3.36,5,36.69,50.63,0.81,285.1,58.44,1.35,113.65,2.25,IN_PROGRESS,False
R085,H004,v3.36,5,71.16,58.65,2.56,195.65,86.68,1.59,185.63,2.19,SUCCESS,False
R085,H005,v3.36,25,24.88,54.0,1.01,149.06,70.95,1.65,128.47,1.09,SUCCESS,False
R085,H006,v3.36,25,69.84,55.18,2.43,107.11,67.72,0.53,138.61,1.84,SUCCESS,False
R085,H007,v3.36,25,51.87,61.55,2.73,130.62,76.66,1.68,247.66,0.61,IN_PROGRESS,False
R085,H008,v3.36,25,58.42,47.43,7.52,104.69,87.61,0.56,170.59,1.52,IN_PROGRESS,False
R085,H009,v3.36,5,77.2,54.59,2.72,239.54,77.62,1.44,203.7,2.76,SUCCESS,False
R085,H010,v3.36,10,27.65,51.79,1.89,185.7,74.53,1.22,138.39,1.59,IN_PROGRESS,False
R085,H011,v3.36,10,55.27,67.39,1.34,151.57,75.19,0.99,237.49,1.13,SUCCESS,False
R085,H012,v3.36,10,58.02,68.15,1.79,185.64,92.11,0.85,171.83,2.38,SUCCESS,False
R085,H013,v3.36,10,59.47,55.89,1.25,102.62,59.05,1.43,175.66,2.24,SUCCESS,False
R085,H014,v3.36,5,67.6,45.37,0.76,227.09,60.38,0.79,161.85,1.63,SUCCESS,False
R085,H015,v3.36,100,43.89,49.73,2.16,120.53,60.69,1.03,234.69,1.64,SUCCESS,False
R085,H016,v3.36,10,51.02,50.92,0.8,173.98,69.9,1.6,151.34,2.98,SUCCESS,False
R085,H017,v3.36,25,48.39,65.78,2.3,104.37,83.59,1.92,190.95,2.47,SUCCESS,False
R085,H018,v3.36,10,44.04,54.77,1.88,286.1,56.16,0.66,226.74,0.72,SUCCESS,False
R085,H019,v3.36,10,48.48,56.04,0.95,159.09,72.21,1.99,127.87,2.68,SUCCESS,False
R085,H020,v3.36,10,24.67,49.17,2.23,292.62,97.77,1.94,120.3,1.22,SUCCESS,False
R085,H021,v3.36,100,47.81,46.83,2.6,187.51,63.51,1.76,202.69,1.59,SUCCESS,False
R085,H022,v3.36,5,55.54,63.29,0.84,281.32,51.78,1.84,183.29,2.3,SUCCESS,False
R085,H023,v3.36,5,39.85,41.88,1.62,246.94,59.76,1.39,146.54,1.51,SUCCESS,False
R085,H024,v3.36,5,50.63,54.9,2.01,222.92,75.3,0.8,164.2,2.94,SUCCESS,False
R085,H025,v3.36,5,43.89,56.97,2.4,284.03,69.02,1.22,182.71,1.14,SUCCESS,False
R085,H026,v3.36,25,36.43,54.75,1.27,118.99,67.31,1.82,151.8,0.99,SUCCESS,False
R085,H027,v3.36,5,51.7,59.43,1.83,158.89,61.5,1.63,179.92,1.09,SUCCESS,False
R085,H028,v3.36,50,51.99,50.02,2.37,105.34,56.81,1.59,107.31,1.23,SUCCESS,False
R085,H029,v3.36,5,49.88,55.09,1.42,284.87,79.87,1.35,176.22,2.49,SUCCESS,False
R085,H030,v3.36,25,61.37,66.14,0.68,220.77,50.02,1.54,197.8,2.46,SUCCESS,False
R085,H031,v3.36,10,35.06,62.36,1.41,249.23,75.9,0.67,142.45,1.94,SUCCESS,False
R085,H032,v3.36,50,49.32,66.29,1.2,131.02,71.24,1.4,180.75,1.9,SUCCESS,False
R085,H033,v3.36,10,35.76,68.42,2.42,205.91,57.39,1.31,146.22,1.22,SUCCESS,False
R085,H034,v3.36,100,59.76,54.18,0.57,151.88,66.16,1.08,211.89,1.86,SUCCESS,False
R085,H035,v3.36,25,54.21,49.91,2.75,231.38,99.93,1.75,147.34,2.62,SUCCESS,False
R085,H036,v3.36,25,53.11,55.67,1.13,171.2,67.05,1.85,178.13,2.43,SUCCESS,False
R085,H037,v3.36,25,64.4,52.26,0.55,665.08,76.06,0.62,136.59,0.51,SUCCESS,False
R085,H038,v3.36,5,46.22,68.26,1.52,231.84,96.6,1.92,119.31,2.32,SUCCESS,False
R085,H039,v3.36,25,44.65,46.72,2.29,146.67,74.8,0.71,168.63,2.21,SUCCESS,False
R085,H040,v3.36,100,53.12,51.8,2.14,157.0,90.56,1.05,108.23,1.48,SUCCESS,False
R085,H041,v3.36,25,39.0,72.58,1.67,153.14,95.29,1.2,181.8,2.96,SUCCESS,False
R085,H042,v3.36,50,57.41,66.3,1.26,187.22,55.06,1.9,124.19,2.19,SUCCESS,False
R085,H043,v3.36,25,45.93,49.18,2.76,182.29,60.15,1.29,205.94,2.48,SUCCESS,False
R085,H044,v3.36,5,48.67,57.16,2.36,277.12,79.3,1.32,217.06,0.81,SUCCESS,False
R085,H045,v3.36,5,60.08,46.75,1.5,113.09,99.99,1.38,129.47,1.5,SUCCESS,False
R085,H046,v3.36,5,35.53,68.82,1.47,104.85,89.86,1.36,244.69,0.51,SUCCESS,False
R085,H047,v3.36,10,55.63,64.75,0.58,293.74,63.78,1.67,165.16,0.95,SUCCESS,False
R085,H048,v3.36,50,61.1,59.09,1.51,214.33,98.23,1.46,145.31,2.97,SUCCESS,False
R085,H049,v3.36,5,41.51,66.2,2.85,127.33,89.06,1.5,152.76,0.67,SUCCESS,False
R085,H050,v3.36,25,39.62,67.68,1.65,261.61,99.34,1.49,102.92,1.81,SUCCESS,False
R086,H001,v3.37,5,49.07,56.93,2.25,218.86,78.96,0.53,107.01,1.93,SUCCESS,False
R086,H002,v3.37,25,51.35,47.69,2.62,163.09,50.5,1.8,109.0,1.87,IN_PROGRESS,False
R086,H003,v3.37,100,48.29,51.34,1.05,163.31,71.36,0.64,169.63,2.87,SUCCESS,False
R086,H004,v3.37,100,38.73,51.77,1.57,183.76,84.77,1.32,212.88,1.55,SUCCESS,False
R086,H005,v3.37,10,49.01,50.97,0.88,245.26,94.23,1.34,161.14,0.99,SUCCESS,False
R086,H006,v3.37,50,47.29,40.43,0.67,231.8,82.58,1.43,122.49,0.81,SUCCESS,False
R086,H007,v3.37,50,54.38,61.48,0.88,797.64,80.44,1.25,237.79,2.66,SUCCESS,False
R086,H008,v3.37,10,59.38,60.74,2.61,245.6,96.81,1.59,166.62,0.9,SUCCESS,False
R086,H009,v3.37,25,47.88,44.27,1.01,234.51,93.39,1.55,244.26,1.03,IN_PROGRESS,False
R086,H010,v3.37,10,42.3,58.96,1.2,283.92,92.7,1.04,128.68,1.77,SUCCESS,False
R086,H011,v3.37,5,61.87,62.14,0.99,238.76,70.91,1.94,148.71,0.52,SUCCESS,False
R086,H012,v3.37,5,55.91,47.18,1.14,133.77,75.12,1.42,211.78,2.63,SUCCESS,False
R086,H013,v3.37,50,61.71,47.7,2.76,122.82,77.86,1.83,171.35,2.49,SUCCESS,False
R086,H014,v3.37,25,63.31,68.88,1.03,270.13,90.21,0.72,100.74,2.67,IN_PROGRESS,False
R086,H015,v3.37,100,53.67,55.08,1.59,163.41,64.03,1.18,192.76,2.07,SUCCESS,False
R086,H016,v3.37,10,46.02,46.29,1.56,279.72,85.89,0.63,138.38,1.2,SUCCESS,False
R086,H017,v3.37,5,60.78,36.97,1.64,247.16,71.43,0.58,172.49,2.17,SUCCESS,False
R086,H018,v3.37,5,54.87,59.15,2.61,273.01,66.11,0.96,248.1,1.31,SUCCESS,False
R086,H019,v3.37,5,64.68,65.59,0.78,239.15,80.55,1.92,142.83,1.83,SUCCESS,False
R086,H020,v3.37,5,48.99,51.43,1.5,260.29,72.63,1.63,175.38,1.08,SUCCESS,False
R086,H021,v3.37,50,47.34,69.54,1.35,233.59,84.43,1.52,147.98,2.44,SUCCESS,False
R086,H022,v3.37,10,69.35,38.77,2.75,259.06,63.3,1.42,117.3,2.91,SUCCESS,False
R086,H023,v3.37,100,62.45,74.23,1.54,207.93,74.61,0.81,234.23,2.51,SUCCESS,False
R086,H024,v3.37,10,43.99,65.41,1.95,,71.82,1.59,227.76,2.26,SUCCESS,False
R086,H025,v3.37,10,55.27,59.15,1.18,212.01,59.53,1.52,140.79,1.37,SUCCESS,False
R086,H026,v3.37,100,34.11,54.04,0.71,188.47,75.47,1.46,184.86,1.9,SUCCESS,False
R086,H027,v3.37,10,43.86,57.18,2.28,209.56,99.49,0.78,235.97,1.81,SUCCESS,False
R086,H028,v3.37,5,56.36,59.23,2.47,189.46,85.94,0.51,165.29,2.37,SUCCESS,False
R086,H029,v3.37,25,59.58,46.79,2.91,288.97,94.33,1.35,131.98,1.8,SUCCESS,False
R086,H030,v3.37,50,35.55,59.23,1.37,140.13,66.5,0.51,230.28,1.56,SUCCESS,False
R086,H031,v3.37,5,52.07,53.23,1.75,223.99,87.48,0.66,159.35,0.88,IN_PROGRESS,False
R086,H032,v3.37,5,40.78,59.75,1.41,201.55,92.1,0.55,244.0,2.26,SUCCESS,False
R086,H033,v3.37,25,48.64,43.46,0.97,108.92,51.25,1.26,167.6,1.43,SUCCESS,False
R086,H034,v3.37,100,40.77,58.75,1.9,151.64,94.75,0.51,155.03,1.06,SUCCESS,False
R086,H035,v3.37,5,63.14,61.11,1.78,222.1,99.98,0.94,149.02,2.53,SUCCESS,False
R086,H036,v3.37,50,68.4,51.14,1.67,271.41,62.17,1.36,232.61,2.99,SUCCESS,False
R086,H037,v3.37,100,56.66,70.19,1.22,145.32,59.41,1.32,159.27,1.98,SUCCESS,False
R086,H038,v3.37,5,51.06,51.17,1.57,268.23,64.32,1.75,193.15,2.77,SUCCESS,False
R086,H039,v3.37,5,63.55,53.78,2.48,271.09,79.34,1.52,139.25,0.9,IN_PROGRESS,False
R086,H040,v3.37,5,50.17,61.42,2.62,109.06,71.98,1.5,207.61,1.55,SUCCESS,False
R086,H041,v3.37,5,70.78,42.22,0.7,156.81,56.88,0.9,245.29,0.6,SUCCESS,False
R086,H042,v3.37,5,55.32,54.85,0.79,126.66,60.34,1.0,185.41,1.37,SUCCESS,False
R086,H043,v3.37,5,,52.1,2.33,214.55,92.12,0.86,176.36,1.98,SUCCESS,False
R086,H044,v3.37,5,42.66,66.86,0.91,128.91,52.81,0.5,196.39,0.92,SUCCESS,False
R086,H045,v3.37,5,35.63,59.64,1.99,125.93,78.66,1.72,143.06,2.14,SUCCESS,False
R086,H046,v3.37,50,46.75,48.79,2.21,212.05,98.17,0.69,205.56,2.2,IN_PROGRESS,False
R086,H047,v3.37,10,51.62,54.88,1.84,165.8,52.19,0.92,186.35,2.09,SUCCESS,False
R086,H048,v3.37,50,60.8,60.51,2.71,162.45,54.04,0.59,189.08,2.3,SUCCESS,False
R086,H049,v3.37,5,52.29,41.07,1.48,127.2,93.23,0.59,163.24,2.59,SUCCESS,False
R086,H050,v3.37,5,62.74,73.02,2.29,122.71,65.68,1.5,220.75,1.12,SUCCESS,False
R087,H001,v3.38,5,76.85,73.77,10.81,752.93,6.54,1.15,246.2,11.24,FAILED,True
R087,H002,v3.38,10,84.5,69.31,7.0,417.29,25.08,1.12,208.93,8.86,FAILED,True
R087,H003,v3.38,10,88.49,72.03,9.97,578.71,0.47,1.07,108.72,6.85,SUCCESS,True
R087,H004,v3.38,5,67.58,59.54,6.96,540.84,0.03,2.0,167.11,5.88,SUCCESS,True
R087,H005,v3.38,50,67.72,66.41,6.89,491.84,7.9,0.79,215.53,11.67,SUCCESS,True
R087,H006,v3.38,5,74.69,85.81,9.37,780.38,23.78,1.64,142.6,11.09,SUCCESS,True
R087,H007,v3.38,5,69.14,87.07,5.59,690.78,25.75,1.83,214.94,11.85,FAILED,True
R087,H008,v3.38,50,84.81,84.64,5.51,500.78,28.49,0.83,139.67,10.72,SUCCESS,True
R087,H009,v3.38,10,84.63,91.65,9.51,606.91,25.57,1.85,182.23,8.73,SUCCESS,True
R087,H010,v3.38,5,88.24,82.84,10.58,490.53,22.81,1.85,161.6,9.59,SUCCESS,True
R087,H011,v3.38,10,63.26,74.95,5.79,606.81,23.25,1.7,196.4,11.18,ROLLED_BACK,True
R087,H012,v3.38,5,80.15,81.62,10.83,484.26,21.68,1.91,171.28,9.76,FAILED,True
R087,H013,v3.38,5,72.0,92.55,10.9,670.02,8.19,1.18,213.08,8.84,SUCCESS,True
R087,H014,v3.38,25,81.68,71.64,8.3,636.38,12.12,1.79,120.4,11.19,SUCCESS,True
R087,H015,v3.38,100,67.0,79.47,5.17,405.63,18.82,0.94,227.87,5.46,SUCCESS,True
R087,H016,v3.38,25,71.94,84.63,11.42,774.77,0.83,1.08,114.75,10.74,ROLLED_BACK,True
R087,H017,v3.38,25,92.45,75.34,8.6,547.56,10.62,1.07,208.2,7.53,SUCCESS,True
R087,H018,v3.38,10,74.08,70.22,11.28,640.1,23.16,1.34,178.98,7.61,FAILED,True
R087,H019,v3.38,10,67.11,67.4,7.62,742.19,27.79,1.33,182.89,8.24,FAILED,True
R087,H020,v3.38,5,59.63,74.08,10.22,606.99,27.28,0.85,199.39,10.12,ROLLED_BACK,True
R087,H021,v3.38,10,87.85,100.0,6.56,566.92,16.52,0.63,106.6,10.09,FAILED,True
R087,H022,v3.38,25,67.01,79.99,5.87,435.02,7.09,0.66,246.57,10.12,SUCCESS,True
R087,H023,v3.38,10,51.97,65.36,8.04,586.28,2.8,1.22,128.9,5.65,SUCCESS,True
R087,H024,v3.38,5,72.21,56.05,11.69,609.64,24.79,1.03,132.01,10.94,ROLLED_BACK,True
R087,H025,v3.38,5,62.59,66.7,9.97,536.2,21.37,1.36,179.54,9.23,SUCCESS,True
R087,H026,v3.38,5,98.24,85.62,7.51,736.63,16.79,1.74,225.5,6.85,SUCCESS,True
R087,H027,v3.38,25,92.62,100.0,9.24,611.0,9.39,1.13,126.79,10.95,ROLLED_BACK,True
R087,H028,v3.38,10,82.1,84.39,7.3,686.65,4.15,1.44,151.8,10.3,FAILED,True
R087,H029,v3.38,10,59.43,86.75,9.23,410.95,21.82,1.76,242.91,8.19,SUCCESS,True
R087,H030,v3.38,5,50.65,72.54,10.67,546.26,2.3,1.35,161.42,10.54,SUCCESS,True
R087,H031,v3.38,10,89.97,75.78,6.37,744.1,5.87,1.48,186.11,10.68,FAILED,True
R087,H032,v3.38,10,84.5,90.62,6.69,694.09,28.56,0.81,195.42,11.51,FAILED,True
R087,H033,v3.38,5,85.16,74.49,11.88,761.97,24.09,1.22,143.71,6.38,FAILED,True
R087,H034,v3.38,100,76.38,74.36,7.3,442.6,15.55,1.99,106.01,7.19,SUCCESS,True
R087,H035,v3.38,10,77.42,85.87,10.46,534.35,26.76,2.0,232.89,7.31,FAILED,True
R087,H036,v3.38,10,79.33,94.78,7.18,455.72,6.75,1.1,103.93,6.28,ROLLED_BACK,True
R087,H037,v3.38,10,66.21,82.41,9.38,672.08,2.05,1.21,223.32,7.83,SUCCESS,True
R087,H038,v3.38,50,91.28,88.08,,651.69,27.65,1.09,196.86,11.07,SUCCESS,True
R087,H039,v3.38,5,74.4,85.1,11.39,418.98,28.45,0.77,140.16,5.05,FAILED,True
R087,H040,v3.38,100,80.83,70.24,7.49,637.31,20.49,0.65,123.74,10.99,SUCCESS,True
R087,H041,v3.38,10,81.17,84.46,10.6,738.5,4.55,0.83,100.2,11.86,FAILED,True
R087,H042,v3.38,10,78.33,84.24,8.58,493.16,0.25,0.77,236.99,10.53,SUCCESS,True
R087,H043,v3.38,25,70.81,76.35,7.32,541.58,10.87,0.61,143.01,8.49,SUCCESS,True
R087,H044,v3.38,5,64.34,55.54,6.22,495.94,10.77,1.75,168.97,8.61,SUCCESS,True
R087,H045,v3.38,10,75.65,80.86,10.03,774.1,9.47,1.07,232.5,6.76,SUCCESS,True
R087,H046,v3.38,100,82.78,65.14,9.53,559.87,13.04,1.15,237.95,11.29,SUCCESS,True
R087,H047,v3.38,5,100.0,77.03,9.63,449.35,22.46,1.05,192.03,7.2,FAILED,True
R087,H048,v3.38,100,77.08,68.09,5.09,664.45,14.92,1.79,200.6,10.12,SUCCESS,True
R087,H049,v3.38,25,84.53,89.98,7.32,674.13,17.98,1.56,113.55,9.52,SUCCESS,True
R087,H050,v3.38,10,70.8,63.13,6.95,785.55,21.26,0.59,234.85,7.65,FAILED,True
R088,H001,v3.39,100,38.84,45.26,1.79,,91.04,1.72,228.5,2.32,SUCCESS,False
R088,H002,v3.39,100,56.96,56.07,2.15,248.31,67.25,0.81,228.64,1.06,SUCCESS,False
R088,H003,v3.39,50,100.0,64.26,0.87,165.34,73.27,0.82,219.35,1.49,SUCCESS,False
R088,H004,v3.39,5,81.32,69.85,1.81,122.32,54.22,0.88,242.43,2.93,SUCCESS,False
R088,H005,v3.39,50,37.66,56.51,2.89,241.74,65.9,1.65,150.2,1.44,SUCCESS,False
R088,H006,v3.39,10,41.7,44.9,1.15,217.08,52.74,1.86,122.53,2.0,SUCCESS,False
R088,H007,v3.39,5,43.63,60.26,2.18,111.58,89.74,0.86,151.84,2.15,SUCCESS,False
R088,H008,v3.39,50,51.88,59.74,2.51,104.9,72.94,1.15,138.29,1.35,SUCCESS,False
R088,H009,v3.39,25,43.52,36.28,0.84,230.25,91.44,1.02,203.72,1.06,SUCCESS,False
R088,H010,v3.39,5,42.57,60.18,1.09,105.84,68.54,1.3,157.33,2.1,SUCCESS,False
R088,H011,v3.39,5,57.19,54.9,1.65,1140.88,80.82,1.88,105.14,1.1,IN_PROGRESS,False
R088,H012,v3.39,10,49.01,44.99,2.11,151.32,82.34,0.81,157.94,2.86,SUCCESS,False
R088,H013,v3.39,100,45.39,47.05,2.04,115.82,98.82,0.85,125.26,0.9,SUCCESS,False
R088,H014,v3.39,5,53.23,46.82,0.84,203.61,67.29,1.96,158.32,2.63,SUCCESS,False
R088,H015,v3.39,5,52.16,53.22,2.08,128.21,83.16,0.99,226.18,0.92,SUCCESS,False
R088,H016,v3.39,10,66.63,61.7,1.08,134.05,92.06,0.5,179.34,2.58,IN_PROGRESS,False
R088,H017,v3.39,10,34.14,58.98,0.8,220.98,78.08,1.22,105.48,1.21,SUCCESS,False
R088,H018,v3.39,25,56.66,58.16,0.55,184.0,58.86,1.8,211.07,2.9,SUCCESS,False
R088,H019,v3.39,50,38.29,49.67,2.9,295.11,70.54,1.51,206.67,1.56,SUCCESS,False
R088,H020,v3.39,10,100.0,56.15,1.53,283.6,98.25,1.82,204.28,1.07,SUCCESS,False
R088,H021,v3.39,5,52.86,52.67,0.92,196.35,73.6,1.0,234.71,1.75,SUCCESS,False
R088,H022,v3.39,5,46.73,57.65,2.14,220.46,69.57,1.41,227.0,1.2,SUCCESS,False
R088,H023,v3.39,50,50.77,59.42,1.7,271.35,57.89,1.58,172.52,0.96,SUCCESS,False
R088,H024,v3.39,50,47.65,62.63,2.73,278.99,97.34,1.14,205.56,1.65,IN_PROGRESS,False
R088,H025,v3.39,10,55.84,57.96,2.93,175.63,59.2,1.23,113.9,2.22,SUCCESS,False
